date,github_commits,nasdaq_price,layoffs_count
2022-01-26,41,14172.759765625,180.0
2022-01-27,45,14003.1103515625,0.0
2022-01-28,40,14454.6103515625,0.0
2022-01-29,33,,0.0
2022-01-30,31,,0.0
2022-01-31,41,14930.0498046875,0.0
2022-02-01,41,15019.6796875,0.0
2022-02-02,41,15139.740234375,0.0
2022-02-03,42,14501.1103515625,57.0
2022-02-04,38,14694.349609375,0.0
2022-02-05,34,,0.0
2022-02-06,26,,0.0
2022-02-07,45,14571.25,0.0
2022-02-08,44,14747.0302734375,2800.0
2022-02-09,43,15056.9599609375,0.0
2022-02-10,43,14705.6396484375,198.0
2022-02-11,45,14253.83984375,0.0
2022-02-12,30,,0.0
2022-02-13,31,,0.0
2022-02-14,42,14268.58984375,119.0
2022-02-15,41,14620.8203125,0.0
2022-02-16,43,14603.6396484375,100.0
2022-02-17,43,14171.740234375,120.0
2022-02-18,41,14009.5400390625,0.0
2022-02-19,32,,0.0
2022-02-20,31,,0.0
2022-02-21,41,,261.0
2022-02-22,44,13870.5302734375,0.0
2022-02-23,43,13509.4296875,0.0
2022-02-24,43,13974.669921875,30.0
2022-02-25,40,14189.16015625,0.0
2022-02-26,32,,0.0
2022-02-27,28,,0.0
2022-02-28,38,14237.8095703125,0.0
2022-03-01,41,14005.990234375,190.0
2022-03-02,42,14243.6904296875,500.0
2022-03-03,42,14035.2099609375,100.0
2022-03-04,40,13837.830078125,0.0
2022-03-05,36,,0.0
2022-03-06,26,,0.0
2022-03-07,41,13319.3798828125,0.0
2022-03-08,44,13267.6103515625,3100.0
2022-03-09,44,13742.2001953125,0.0
2022-03-10,41,13591.0,0.0
2022-03-11,39,13301.830078125,0.0
2022-03-12,32,,0.0
2022-03-13,35,,0.0
2022-03-14,41,13046.6396484375,0.0
2022-03-15,43,13458.5595703125,415.0
2022-03-16,41,13956.7900390625,150.0
2022-03-17,44,14118.599609375,100.0
2022-03-18,39,14420.080078125,0.0
2022-03-19,27,,0.0
2022-03-20,29,,0.0
2022-03-21,38,14376.08984375,0.0
2022-03-22,42,14654.330078125,0.0
2022-03-23,41,14447.5498046875,0.0
2022-03-24,41,14765.6904296875,0.0
2022-03-25,46,14754.3095703125,0.0
2022-03-26,35,,180.0
2022-03-27,29,,0.0
2022-03-28,46,14987.400390625,0.0
2022-03-29,44,15239.3203125,550.0
2022-03-30,42,15071.5498046875,409.0
2022-03-31,43,14838.490234375,20.0
2022-04-01,42,14861.2099609375,0.0
2022-04-02,33,,0.0
2022-04-03,30,,0.0
2022-04-04,43,15159.580078125,98.0
2022-04-05,40,14820.6396484375,450.0
2022-04-06,42,14498.8896484375,0.0
2022-04-07,44,14531.8095703125,1070.0
2022-04-08,42,14327.259765625,20.0
2022-04-09,29,,0.0
2022-04-10,26,,0.0
2022-04-11,45,13990.2099609375,150.0
2022-04-12,46,13940.240234375,100.0
2022-04-13,43,14217.2900390625,0.0
2022-04-14,40,13893.2099609375,44.0
2022-04-15,39,,10.0
2022-04-16,27,,0.0
2022-04-17,30,,0.0
2022-04-18,38,13910.759765625,0.0
2022-04-19,40,14210.259765625,519.0
2022-04-20,39,13998.5302734375,312.0
2022-04-21,38,13720.4501953125,180.0
2022-04-22,38,13356.8701171875,0.0
2022-04-23,30,,0.0
2022-04-24,28,,0.0
2022-04-25,40,13533.2197265625,86.0
2022-04-26,39,13009.7099609375,369.0
2022-04-27,41,13003.3603515625,50.0
2022-04-28,45,13456.0595703125,175.0
2022-04-29,39,12854.7998046875,495.0
2022-04-30,33,,0.0
2022-05-01,30,,500.0
2022-05-02,40,13075.849609375,0.0
2022-05-03,46,13089.900390625,0.0
2022-05-04,44,13535.7099609375,594.0
2022-05-05,41,12850.5498046875,462.0
2022-05-06,40,12693.5302734375,812.0
2022-05-07,29,,0.0
2022-05-08,30,,0.0
2022-05-09,38,12187.7197265625,620.0
2022-05-10,44,12345.8603515625,3040.0
2022-05-11,41,11967.5595703125,70.0
2022-05-12,39,11945.5,182.0
2022-05-13,41,12387.400390625,22.0
2022-05-14,31,,424.0
2022-05-15,28,,0.0
2022-05-16,40,12243.580078125,100.0
2022-05-17,37,12564.099609375,340.0
2022-05-18,37,11928.3095703125,424.0
2022-05-19,41,11875.6298828125,600.0
2022-05-20,39,11835.6201171875,287.0
2022-05-21,31,,600.0
2022-05-22,26,,0.0
2022-05-23,42,12034.2802734375,1018.0
2022-05-24,42,11769.83984375,540.0
2022-05-25,41,11943.9296875,740.0
2022-05-26,39,12276.7900390625,410.0
2022-05-27,39,12681.419921875,214.0
2022-05-28,35,,0.0
2022-05-29,28,,0.0
2022-05-30,40,,600.0
2022-05-31,46,12642.099609375,386.0
2022-06-01,46,12548.3603515625,975.0
2022-06-02,40,12892.8896484375,1073.0
2022-06-03,39,12548.0302734375,104.0
2022-06-04,30,,40.0
2022-06-05,28,,0.0
2022-06-06,40,12599.6298828125,110.0
2022-06-07,42,12711.6796875,2138.0
2022-06-08,40,12615.1298828125,600.0
2022-06-09,41,12269.7802734375,1817.0
2022-06-10,37,11832.8203125,735.0
2022-06-11,27,,0.0
2022-06-12,31,,0.0
2022-06-13,39,11288.3203125,339.0
2022-06-14,40,11311.6904296875,2199.0
2022-06-15,43,11593.76953125,791.0
2022-06-16,40,11127.5703125,135.0
2022-06-17,40,11265.990234375,235.0
2022-06-18,32,,150.0
2022-06-19,26,,200.0
2022-06-20,36,,941.0
2022-06-21,40,11546.759765625,456.0
2022-06-22,41,11527.7099609375,508.0
2022-06-23,38,11697.6796875,415.0
2022-06-24,38,12105.849609375,441.0
2022-06-25,31,,0.0
2022-06-26,31,,43.0
2022-06-27,40,12008.240234375,957.0
2022-06-28,43,11637.76953125,1008.0
2022-06-29,38,11658.259765625,1018.0
2022-06-30,44,11503.7197265625,716.0
2022-07-01,40,11585.6796875,210.0
2022-07-02,29,,0.0
2022-07-03,29,,690.0
2022-07-04,38,,154.0
2022-07-05,41,11779.900390625,805.0
2022-07-06,42,11852.58984375,230.0
2022-07-07,42,12109.0498046875,370.0
2022-07-08,39,12125.6904296875,2656.0
2022-07-09,32,,0.0
2022-07-10,30,,0.0
2022-07-11,42,11860.2802734375,329.0
2022-07-12,41,11744.990234375,1795.0
2022-07-13,41,11728.5302734375,971.0
2022-07-14,38,11768.400390625,220.0
2022-07-15,42,11983.6201171875,210.0
2022-07-16,24,,0.0
2022-07-17,24,,0.0
2022-07-18,41,11877.5,192.0
2022-07-19,41,12249.419921875,1544.0
2022-07-20,41,12439.6796875,923.0
2022-07-21,38,12619.41015625,649.0
2022-07-22,39,12396.4697265625,138.0
2022-07-23,29,,0.0
2022-07-24,24,,120.0
2022-07-25,40,12328.41015625,105.0
2022-07-26,44,12086.900390625,1271.0
2022-07-27,41,12601.4697265625,939.0
2022-07-28,39,12717.8701171875,346.0
2022-07-29,41,12947.9697265625,1280.0
2022-07-30,31,,0.0
2022-07-31,27,,91.0
2022-08-01,43,12940.7802734375,58.0
2022-08-02,45,12901.599609375,1324.0
2022-08-03,42,13253.259765625,249.0
2022-08-04,40,13311.0400390625,1119.0
2022-08-05,41,13207.6904296875,221.0
2022-08-06,26,,0.0
2022-08-07,25,,0.0
2022-08-08,40,13159.16015625,1456.0
2022-08-09,43,13008.169921875,1970.0
2022-08-10,42,13378.3203125,77.0
2022-08-11,38,13291.990234375,416.0
2022-08-12,40,13565.8701171875,784.0
2022-08-13,31,,0.0
2022-08-14,29,,11.0
2022-08-15,41,13667.1796875,486.0
2022-08-16,40,13635.2099609375,97.0
2022-08-17,41,13470.8603515625,438.0
2022-08-18,40,13505.990234375,145.0
2022-08-19,41,13242.900390625,960.0
2022-08-20,28,,13.0
2022-08-21,28,,155.0
2022-08-22,43,12890.5400390625,0.0
2022-08-23,42,12881.7900390625,428.0
2022-08-24,43,12917.8603515625,155.0
2022-08-25,39,13143.580078125,65.0
2022-08-26,40,12605.169921875,124.0
2022-08-27,27,,0.0
2022-08-28,30,,0.0
2022-08-29,43,12484.3203125,395.0
2022-08-30,44,12342.7001953125,149.0
2022-08-31,43,12272.0302734375,1760.0
2022-09-01,42,12274.6201171875,327.0
2022-09-02,42,12098.4404296875,23.0
2022-09-03,31,,0.0
2022-09-04,28,,0.0
2022-09-05,36,,0.0
2022-09-06,43,12011.3095703125,70.0
2022-09-07,42,12259.3896484375,441.0
2022-09-08,41,12321.1904296875,278.0
2022-09-09,41,12588.2900390625,413.0
2022-09-10,32,,0.0
2022-09-11,27,,0.0
2022-09-12,38,12739.7197265625,96.0
2022-09-13,41,12033.6201171875,440.0
2022-09-14,42,12134.400390625,939.0
2022-09-15,42,11927.490234375,298.0
2022-09-16,41,11861.3798828125,230.0
2022-09-17,30,,0.0
2022-09-18,27,,0.0
2022-09-19,41,11953.26953125,229.0
2022-09-20,39,11851.5400390625,533.0
2022-09-21,43,11637.7900390625,100.0
2022-09-22,42,11501.650390625,210.0
2022-09-23,42,11311.240234375,300.0
2022-09-24,27,,0.0
2022-09-25,26,,0.0
2022-09-26,41,11254.1103515625,0.0
2022-09-27,42,11271.75,40.0
2022-09-28,42,11493.830078125,671.0
2022-09-29,41,11164.7802734375,165.0
2022-09-30,39,10971.2197265625,78.0
2022-10-01,34,,0.0
2022-10-02,30,,60.0
2022-10-03,42,11229.73046875,0.0
2022-10-04,42,11582.5400390625,305.0
2022-10-05,39,11573.1796875,50.0
2022-10-06,43,11485.5,2711.0
2022-10-07,42,11039.4697265625,205.0
2022-10-08,31,,0.0
2022-10-09,31,,0.0
2022-10-10,43,10926.9697265625,954.0
2022-10-11,43,10791.349609375,1106.0
2022-10-12,44,10785.6201171875,2930.0
2022-10-13,41,11033.580078125,155.0
2022-10-14,43,10692.0595703125,778.0
2022-10-15,35,,0.0
2022-10-16,33,,24.0
2022-10-17,42,11062.5302734375,100.0
2022-10-18,43,11147.740234375,140.0
2022-10-19,44,11103.3798828125,302.0
2022-10-20,41,11046.7099609375,334.0
2022-10-21,39,11310.330078125,293.0
2022-10-22,32,,0.0
2022-10-23,33,,85.0
2022-10-24,42,11430.259765625,4748.0
2022-10-25,44,11669.990234375,197.0
2022-10-26,41,11405.900390625,4167.0
2022-10-27,40,11191.6298828125,307.0
2022-10-28,41,11546.2099609375,282.0
2022-10-29,31,,0.0
2022-10-30,30,,0.0
2022-10-31,37,11405.5703125,438.0
2022-11-01,45,11288.9501953125,1219.0
2022-11-02,41,10906.33984375,1242.0
2022-11-03,42,10690.599609375,2210.0
2022-11-04,40,10857.0302734375,4379.0
2022-11-05,29,,0.0
2022-11-06,29,,135.0
2022-11-07,43,10977.0,1890.0
2022-11-08,43,11059.5,265.0
2022-11-09,44,10797.5498046875,12774.0
2022-11-10,42,11605.9599609375,2030.0
2022-11-11,40,11817.009765625,160.0
2022-11-12,32,,0.0
2022-11-13,24,,0.0
2022-11-14,43,11700.9404296875,2027.0
2022-11-15,43,11871.150390625,1118.0
2022-11-16,39,11699.08984375,14926.0
2022-11-17,43,11676.8603515625,718.0
2022-11-18,41,11677.01953125,1962.0
2022-11-19,29,,100.0
2022-11-20,31,,0.0
2022-11-21,42,11553.4501953125,993.0
2022-11-22,43,11724.83984375,609.0
2022-11-23,40,11838.7197265625,0.0
2022-11-24,38,,120.0
2022-11-25,37,11756.0302734375,247.0
2022-11-26,26,,0.0
2022-11-27,31,,0.0
2022-11-28,39,11587.75,1215.0
2022-11-29,42,11503.4501953125,160.0
2022-11-30,41,12030.0595703125,3095.0
2022-12-01,44,12041.8896484375,383.0
2022-12-02,40,11994.259765625,247.0
2022-12-03,32,,750.0
2022-12-04,24,,0.0
2022-12-05,43,11786.7998046875,185.0
2022-12-06,42,11549.6904296875,1302.0
2022-12-07,42,11497.3896484375,2021.0
2022-12-08,42,11637.5,1275.0
2022-12-09,43,11563.330078125,1330.0
2022-12-10,29,,63.0
2022-12-11,27,,0.0
2022-12-12,45,11706.4404296875,764.0
2022-12-13,40,11834.2099609375,379.0
2022-12-14,43,11740.919921875,462.0
2022-12-15,40,11345.2197265625,410.0
2022-12-16,43,11243.7197265625,54.0
2022-12-17,33,,0.0
2022-12-18,30,,0.0
2022-12-19,41,11084.58984375,18.0
2022-12-20,42,11072.419921875,91.0
2022-12-21,38,11235.8798828125,350.0
2022-12-22,42,10956.1396484375,153.0
2022-12-23,34,10985.4501953125,242.0
2022-12-24,27,,0.0
2022-12-25,23,,0.0
2022-12-26,28,,150.0
2022-12-27,35,10822.509765625,0.0
2022-12-28,35,10679.33984375,0.0
2022-12-29,36,10951.0498046875,0.0
2022-12-30,34,10939.759765625,0.0
2022-12-31,29,,35.0
2023-01-01,23,,4800.0
2023-01-02,34,,700.0
2023-01-03,46,10862.6396484375,381.0
2023-01-04,43,10914.7998046875,16171.0
2023-01-05,41,10741.2197265625,977.0
2023-01-06,42,11040.349609375,515.0
2023-01-07,30,,0.0
2023-01-08,28,,93.0
2023-01-09,45,11108.4501953125,315.0
2023-01-10,45,11205.7802734375,2416.0
2023-01-11,45,11402.51953125,1646.0
2023-01-12,45,11459.6103515625,1177.0
2023-01-13,45,11541.48046875,1280.0
2023-01-14,33,,0.0
2023-01-15,31,,260.0
2023-01-16,43,,1125.0
2023-01-17,43,11557.1904296875,1416.0
2023-01-18,43,11410.2900390625,11987.0
2023-01-19,41,11295.669921875,2053.0
2023-01-20,44,11619.0302734375,14682.0
2023-01-21,31,,0.0
2023-01-22,32,,0.0
2023-01-23,43,11872.5400390625,920.0
2023-01-24,37,11846.6396484375,1683.0
2023-01-25,45,11814.6904296875,6480.0
2023-01-26,41,12051.48046875,3246.0
2023-01-27,39,12166.599609375,580.0
2023-01-28,31,,79.0
2023-01-29,24,,0.0
2023-01-30,40,11912.3896484375,9754.0
2023-01-31,42,12101.9296875,4973.0
2023-02-01,43,12363.099609375,1061.0
2023-02-02,43,12803.1396484375,2779.0
2023-02-03,41,12573.3603515625,269.0
2023-02-04,33,,0.0
2023-02-05,33,,90.0
2023-02-06,44,12464.509765625,7259.0
2023-02-07,45,12728.26953125,2222.0
2023-02-08,42,12495.3798828125,1291.0
2023-02-09,45,12381.169921875,3422.0
2023-02-10,42,12304.919921875,218.0
2023-02-11,33,,0.0
2023-02-12,29,,360.0
2023-02-13,41,12502.3095703125,1996.0
2023-02-14,43,12590.8896484375,931.0
2023-02-15,43,12687.8896484375,1337.0
2023-02-16,42,12442.48046875,1395.0
2023-02-17,43,12358.1796875,2929.0
2023-02-18,32,,0.0
2023-02-19,25,,100.0
2023-02-20,41,,238.0
2023-02-21,44,12060.2998046875,642.0
2023-02-22,42,12066.26953125,386.0
2023-02-23,44,12180.1396484375,499.0
2023-02-24,42,11969.650390625,9169.0
2023-02-25,33,,200.0
2023-02-26,33,,40.0
2023-02-27,42,12057.7900390625,879.0
2023-02-28,39,12042.1201171875,290.0
2023-03-01,43,11938.5703125,1864.0
2023-03-02,44,12044.8701171875,348.0
2023-03-03,43,12290.8095703125,763.0
2023-03-04,37,,13.0
2023-03-05,27,,0.0
2023-03-06,40,12302.48046875,1790.0
2023-03-07,42,12152.169921875,380.0
2023-03-08,46,12215.330078125,42.0
2023-03-09,41,11995.8798828125,1190.0
2023-03-10,42,11830.2802734375,680.0
2023-03-11,36,,0.0
2023-03-12,33,,0.0
2023-03-13,42,11923.169921875,0.0
2023-03-14,42,12199.7900390625,10270.0
2023-03-15,41,12251.3203125,283.0
2023-03-16,41,12581.3896484375,374.0
2023-03-17,39,12519.8798828125,150.0
2023-03-18,32,,0.0
2023-03-19,32,,0.0
2023-03-20,45,12562.6103515625,9000.0
2023-03-21,44,12741.4404296875,2353.0
2023-03-22,42,12567.150390625,2680.0
2023-03-23,44,12729.23046875,900.0
2023-03-24,41,12767.0498046875,170.0
2023-03-25,37,,0.0
2023-03-26,30,,0.0
2023-03-27,42,12673.0703125,275.0
2023-03-28,43,12610.5703125,1465.0
2023-03-29,42,12846.0302734375,2183.0
2023-03-30,42,12963.1396484375,701.0
2023-03-31,40,13181.349609375,89.0
2023-04-01,32,,0.0
2023-04-02,33,,0.0
2023-04-03,42,13148.349609375,1233.0
2023-04-04,44,13100.080078125,790.0
2023-04-05,45,12967.2001953125,485.0
2023-04-06,40,13062.599609375,56.0
2023-04-07,42,,370.0
2023-04-08,33,,41.0
2023-04-09,30,,150.0
2023-04-10,39,13051.23046875,55.0
2023-04-11,45,12964.150390625,726.0
2023-04-12,41,12848.349609375,499.0
2023-04-13,43,13109.3896484375,228.0
2023-04-14,42,13079.51953125,92.0
2023-04-15,32,,0.0
2023-04-16,32,,0.0
2023-04-17,41,13087.7099609375,299.0
2023-04-18,43,13091.7900390625,1006.0
2023-04-19,42,13088.7099609375,735.0
2023-04-20,43,12985.98046875,340.0
2023-04-21,41,13000.76953125,1146.0
2023-04-22,36,,0.0
2023-04-23,30,,0.0
2023-04-24,42,12969.759765625,8800.0
2023-04-25,43,12725.1103515625,585.0
2023-04-26,41,12806.48046875,330.0
2023-04-27,44,13160.0302734375,1382.0
2023-04-28,42,13245.990234375,425.0
2023-04-29,28,,177.0
2023-04-30,29,,150.0
2023-05-01,37,13231.4697265625,284.0
2023-05-02,41,13113.66015625,77.0
2023-05-03,41,13030.2099609375,1026.0
2023-05-04,43,12982.48046875,3570.0
2023-05-05,41,13259.1298828125,591.0
2023-05-06,36,,0.0
2023-05-07,31,,0.0
2023-05-08,41,13291.6396484375,891.0
2023-05-09,43,13201.1103515625,470.0
2023-05-10,41,13347.830078125,346.0
2023-05-11,39,13389.7802734375,347.0
2023-05-12,38,13340.1796875,771.0
2023-05-13,25,,0.0
2023-05-14,30,,0.0
2023-05-15,40,13413.509765625,0.0
2023-05-16,42,13426.009765625,3465.0
2023-05-17,40,13589.259765625,40.0
2023-05-18,39,13834.6201171875,63.0
2023-05-19,40,13803.490234375,30.0
2023-05-20,25,,0.0
2023-05-21,26,,0.0
2023-05-22,44,13849.740234375,62.0
2023-05-23,45,13672.5400390625,1030.0
2023-05-24,47,13604.48046875,452.0
2023-05-25,41,13938.5302734375,303.0
2023-05-26,44,14298.41015625,183.0
2023-05-27,30,,0.0
2023-05-28,27,,0.0
2023-05-29,31,,164.0
2023-05-30,42,14354.990234375,150.0
2023-05-31,42,14254.08984375,812.0
2023-06-01,42,14441.509765625,700.0
2023-06-02,36,14546.6396484375,210.0
2023-06-03,35,,0.0
2023-06-04,25,,0.0
2023-06-05,43,14556.5,200.0
2023-06-06,42,14558.08984375,586.0
2023-06-07,40,14303.2900390625,1414.0
2023-06-08,42,14484.5400390625,481.0
2023-06-09,42,14528.3603515625,263.0
2023-06-10,33,,0.0
2023-06-11,30,,80.0
2023-06-12,40,14784.2998046875,730.0
2023-06-13,43,14900.849609375,219.0
2023-06-14,40,15005.6904296875,1293.0
2023-06-15,43,15185.48046875,145.0
2023-06-16,39,15083.919921875,399.0
2023-06-17,31,,170.0
2023-06-18,27,,0.0
2023-06-19,39,,48.0
2023-06-20,43,15070.150390625,1837.0
2023-06-21,46,14867.4501953125,613.0
2023-06-22,41,15042.3203125,0.0
2023-06-23,40,14891.48046875,0.0
2023-06-24,30,,0.0
2023-06-25,32,,0.0
2023-06-26,44,14689.01953125,380.0
2023-06-27,44,14945.91015625,655.0
2023-06-28,42,14964.5703125,229.0
2023-06-29,42,14939.9501953125,554.0
2023-06-30,42,15179.2099609375,0.0
2023-07-01,32,,0.0
2023-07-02,33,,300.0
2023-07-03,41,15208.6904296875,24.0
2023-07-04,39,,0.0
2023-07-05,41,15203.7802734375,30.0
2023-07-06,43,15089.4501953125,3252.0
2023-07-07,40,15036.849609375,30.0
2023-07-08,33,,0.0
2023-07-09,22,,0.0
2023-07-10,40,15045.6396484375,40.0
2023-07-11,42,15119.0595703125,670.0
2023-07-12,40,15307.23046875,551.0
2023-07-13,39,15571.98046875,745.0
2023-07-14,37,15565.599609375,1014.0
2023-07-15,26,,0.0
2023-07-16,28,,0.0
2023-07-17,40,15713.2802734375,75.0
2023-07-18,40,15841.349609375,1080.0
2023-07-19,37,15826.349609375,145.0
2023-07-20,39,15466.08984375,530.0
2023-07-21,39,15425.669921875,87.0
2023-07-22,30,,0.0
2023-07-23,27,,0.0
2023-07-24,39,15448.01953125,0.0
2023-07-25,42,15561.419921875,46.0
2023-07-26,39,15499.259765625,550.0
2023-07-27,40,15464.9296875,836.0
2023-07-28,40,15750.9296875,380.0
2023-07-29,33,,0.0
2023-07-30,29,,200.0
2023-07-31,37,15757.0,105.0
2023-08-01,42,15718.009765625,413.0
2023-08-02,41,15370.740234375,966.0
2023-08-03,39,15353.5400390625,67.0
2023-08-04,37,15274.919921875,159.0
2023-08-05,30,,0.0
2023-08-06,27,,0.0
2023-08-07,35,15407.849609375,0.0
2023-08-08,43,15273.0498046875,1624.0
2023-08-09,37,15101.7099609375,414.0
2023-08-10,41,15128.83984375,360.0
2023-08-11,37,15028.0703125,0.0
2023-08-12,31,,0.0
2023-08-13,29,,0.0
2023-08-14,38,15205.58984375,500.0
2023-08-15,43,15037.650390625,0.0
2023-08-16,43,14876.4697265625,20.0
2023-08-17,38,14715.8095703125,500.0
2023-08-18,38,14694.83984375,130.0
2023-08-19,31,,125.0
2023-08-20,31,,283.0
2023-08-21,45,14936.6904296875,0.0
2023-08-22,39,14908.9599609375,2500.0
2023-08-23,43,15148.0595703125,370.0
2023-08-24,42,14816.4404296875,8.0
2023-08-25,37,14941.830078125,0.0
2023-08-26,35,,100.0
2023-08-27,29,,53.0
2023-08-28,40,15052.4599609375,744.0
2023-08-29,40,15376.5498046875,50.0
2023-08-30,40,15462.4296875,332.0
2023-08-31,42,15501.0703125,460.0
2023-09-01,39,15490.8603515625,42.0
2023-09-02,31,,0.0
2023-09-03,29,,0.0
2023-09-04,37,,191.0
2023-09-05,43,15508.240234375,136.0
2023-09-06,40,15371.4404296875,400.0
2023-09-07,40,15258.51953125,100.0
2023-09-08,40,15280.23046875,0.0
2023-09-09,31,,0.0
2023-09-10,29,,0.0
2023-09-11,40,15461.8701171875,339.0
2023-09-12,41,15289.740234375,429.0
2023-09-13,41,15348.5302734375,75.0
2023-09-14,40,15473.8896484375,393.0
2023-09-15,40,15202.400390625,320.0
2023-09-16,32,,0.0
2023-09-17,30,,350.0
2023-09-18,41,15225.3701171875,0.0
2023-09-19,43,15191.23046875,0.0
2023-09-20,43,14969.919921875,0.0
2023-09-21,39,14694.240234375,230.0
2023-09-22,41,14701.099609375,105.0
2023-09-23,29,,0.0
2023-09-24,29,,0.0
2023-09-25,43,14768.900390625,75.0
2023-09-26,40,14545.830078125,281.0
2023-09-27,44,14580.16015625,200.0
2023-09-28,43,14702.76953125,990.0
2023-09-29,40,14715.240234375,51.0
2023-09-30,30,,0.0
2023-10-01,26,,0.0
2023-10-02,44,14837.5703125,262.0
2023-10-03,39,14565.6201171875,0.0
2023-10-04,40,14776.25,1030.0
2023-10-05,42,14723.2197265625,280.0
2023-10-06,38,14973.240234375,520.0
2023-10-07,32,,75.0
2023-10-08,28,,0.0
2023-10-09,37,15047.150390625,712.0
2023-10-10,41,15131.51953125,180.0
2023-10-11,42,15241.1201171875,20.0
2023-10-12,43,15184.099609375,1514.0
2023-10-13,44,14995.1201171875,0.0
2023-10-14,32,,300.0
2023-10-15,29,,0.0
2023-10-16,38,15172.73046875,968.0
2023-10-17,40,15122.009765625,100.0
2023-10-18,39,14909.259765625,329.0
2023-10-19,40,14783.1298828125,761.0
2023-10-20,40,14560.8798828125,145.0
2023-10-21,29,,0.0
2023-10-22,32,,0.0
2023-10-23,44,14604.849609375,115.0
2023-10-24,45,14745.8603515625,130.0
2023-10-25,42,14381.6396484375,200.0
2023-10-26,40,14109.5703125,170.0
2023-10-27,42,14180.419921875,0.0
2023-10-28,33,,0.0
2023-10-29,27,,0.0
2023-10-30,41,14335.509765625,265.0
2023-10-31,43,14409.7802734375,0.0
2023-11-01,41,14664.91015625,1368.0
2023-11-02,43,14919.5498046875,865.0
2023-11-03,39,15099.490234375,120.0
2023-11-04,29,,0.0
2023-11-05,29,,0.0
2023-11-06,40,15154.9296875,0.0
2023-11-07,41,15296.01953125,208.0
2023-11-08,41,15313.240234375,20.0
2023-11-09,39,15187.900390625,0.0
2023-11-10,41,15529.1201171875,0.0
2023-11-11,32,,0.0
2023-11-12,32,,125.0
2023-11-13,43,15482.7900390625,180.0
2023-11-14,42,15812.4697265625,400.0
2023-11-15,44,15817.1796875,0.0
2023-11-16,39,15833.169921875,148.0
2023-11-17,42,15837.990234375,84.0
2023-11-18,33,,0.0
2023-11-19,30,,120.0
2023-11-20,40,16027.0595703125,100.0
2023-11-21,39,15933.6201171875,185.0
2023-11-22,40,16001.3896484375,0.0
2023-11-23,40,,0.0
2023-11-24,36,15982.009765625,0.0
2023-11-25,26,,0.0
2023-11-26,29,,0.0
2023-11-27,42,15961.98046875,3965.0
2023-11-28,42,16010.4296875,415.0
2023-11-29,40,15987.599609375,0.0
2023-11-30,44,15947.8701171875,70.0
2023-12-01,40,15997.580078125,0.0
2023-12-02,26,,0.0
2023-12-03,28,,0.0
2023-12-04,41,15839.669921875,1658.0
2023-12-05,42,15877.7099609375,335.0
2023-12-06,40,15788.0498046875,185.0
2023-12-07,42,16022.490234375,220.0
2023-12-08,41,16084.6904296875,839.0
2023-12-09,28,,0.0
2023-12-10,28,,0.0
2023-12-11,37,16221.73046875,15.0
2023-12-12,39,16354.25,45.0
2023-12-13,41,16562.369140625,711.0
2023-12-14,43,16537.830078125,920.0
2023-12-15,38,16623.44921875,30.0
2023-12-16,30,,0.0
2023-12-17,33,,20.0
2023-12-18,38,16729.80078125,600.0
2023-12-19,39,16811.849609375,100.0
2023-12-20,38,16554.16015625,200.0
2023-12-21,39,16757.41015625,311.0
2023-12-22,34,16777.400390625,0.0
2023-12-23,21,,0.0
2023-12-24,24,,0.0
2023-12-25,27,,1000.0
2023-12-26,30,16878.4609375,0.0
2023-12-27,32,16906.80078125,0.0
2023-12-28,36,16898.470703125,0.0
2023-12-29,26,16825.9296875,0.0
2023-12-30,21,,0.0
2023-12-31,24,,1000.0
